,rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
23000,3339,1,9,7,0,36
23001,2040,2,8,7,0,53
23002,1636,3,5,6,0,65
23003,2483,2,3,4,0,68
23004,2389,2,4,7,0,44
23005,500,3,7,7,0,62
23006,1798,6,32,9,0,33
23007,1523,4,18,11,0,21
23008,2077,3,18,8,0,39
23009,1664,2,10,6,0,53
23010,1740,3,6,9,0,53
23011,1195,2,2,6,0,88
23012,2314,3,13,10,0,24
23013,2958,4,12,8,0,15
23014,1206,1,8,6,0,65
23015,822,2,6,8,0,60
23016,1814,3,10,7,0,55
23017,1779,4,4,7,0,47
23018,2619,0,4,9,0,54
23019,939,2,8,7,0,68
23020,1423,2,15,7,0,54
23021,500,1,6,6,0,71
23022,2762,4,19,11,0,17
23023,1975,2,10,8,0,58
23024,1475,4,7,8,0,54
23025,874,2,8,7,0,64
23026,938,1,12,5,0,83
23027,2089,5,17,9,0,25
23028,1024,2,6,7,0,75
23029,1872,3,19,9,0,34
23030,3230,2,13,7,0,36
23031,1556,5,21,10,0,14
23032,1126,1,10,7,0,69
23033,2067,2,17,9,0,20
23034,941,1,7,5,1,82
23035,3003,3,15,8,0,28
23036,2782,4,9,7,0,34
23037,1685,3,19,7,0,39
23038,1171,3,0,7,0,73
23039,1501,5,22,8,0,27
23040,1593,1,0,5,0,77
23041,2068,3,1,8,0,39
23042,2527,1,3,5,0,63
23043,1074,4,13,11,0,30
23044,2507,2,12,7,0,34
23045,2232,2,13,6,0,39
23046,1444,4,9,7,0,41
23047,1039,3,11,7,1,65
23048,1881,5,12,7,0,42
23049,1058,2,10,8,0,62
23050,2516,4,14,9,0,31
23051,1013,2,9,7,0,63
23052,2183,1,10,8,0,38
23053,1743,1,2,5,0,69
23054,1407,2,15,7,0,59
23055,1728,3,14,8,0,41
23056,2555,3,12,9,0,30
23057,965,2,6,7,0,58
23058,1511,4,9,7,0,53
23059,1273,2,9,8,0,44
23060,1772,1,14,7,0,45
23061,1320,2,5,7,0,58
23062,562,1,2,5,0,83
23063,1061,4,8,8,0,40
23064,2946,5,17,11,0,16
23065,1972,4,14,9,0,36
23066,1948,1,12,5,1,71
23067,1602,3,7,9,0,40
23068,1763,2,10,8,0,48
23069,1499,2,14,7,0,50
23070,2168,2,6,8,0,45
23071,1870,2,18,7,0,34
23072,980,1,13,7,0,69
23073,1977,2,8,9,0,44
23074,500,4,20,8,0,44
23075,2089,0,5,8,0,54
23076,813,1,2,6,0,75
23077,1732,1,9,8,0,59
23078,963,1,6,7,0,65
23079,1801,1,9,7,0,68
23080,2204,7,22,10,0,1
23081,2851,5,13,9,0,30
23082,721,2,7,7,0,79
23083,2482,2,10,7,0,44
23084,1891,3,16,9,0,38
23085,1484,0,3,6,0,74
23086,2331,3,2,7,0,50
23087,1634,5,10,10,0,26
23088,2302,4,10,8,0,28
23089,1105,2,9,6,0,57
23090,1356,2,8,9,0,54
23091,2460,1,6,9,0,43
23092,2839,5,8,8,0,13
23093,1775,4,8,9,0,35
23094,500,3,17,8,0,48
23095,1660,2,8,6,0,67
23096,1822,4,4,7,0,44
23097,1637,4,9,7,0,60
23098,2035,3,16,8,0,31
23099,1466,2,7,6,0,66
23100,2387,0,7,6,0,58
23101,983,2,11,6,0,60
23102,2665,5,13,9,0,18
23103,2885,2,5,7,0,50
23104,1160,2,8,5,0,68
23105,1160,1,7,7,0,61
23106,2087,4,12,9,0,35
23107,968,3,22,7,0,52
23108,1455,2,7,6,0,60
23109,2571,4,21,8,0,21
23110,2316,2,5,7,0,51
23111,3186,4,9,7,0,35
23112,1919,3,6,7,0,58
23113,1372,0,4,7,0,64
23114,1835,1,15,7,0,68
23115,1694,4,12,7,0,54
23116,1704,1,0,7,0,76
23117,1783,3,7,4,0,66
23118,1147,2,0,7,0,73
23119,1997,1,8,8,0,46
23120,813,0,7,7,0,71
23121,1298,5,12,8,0,29
23122,1716,2,16,8,0,54
23123,500,1,4,7,0,70
23124,2338,4,14,7,0,35
23125,500,0,3,7,0,82
23126,2268,6,20,11,0,3
23127,895,1,1,5,0,80
23128,1516,4,9,9,0,37
23129,2163,1,19,6,0,68
23130,3338,4,10,10,0,28
23131,1881,1,2,6,0,64
23132,500,2,11,7,0,56
23133,2467,2,17,9,0,31
23134,1637,2,12,7,1,64
23135,1848,2,11,6,0,40
23136,2190,4,7,11,0,19
23137,500,3,14,8,0,48
23138,1804,4,9,9,0,39
23139,1513,2,6,8,0,69
23140,2655,1,0,8,0,46
23141,2308,6,12,10,0,15
23142,661,2,3,7,0,72
23143,2683,2,6,7,0,49
23144,2114,3,10,10,0,46
23145,716,5,19,9,0,29
23146,1839,1,0,5,0,68
23147,2524,4,12,9,0,21
23148,950,1,11,7,0,69
23149,2764,2,6,7,0,29
23150,741,2,6,7,0,80
23151,1246,2,17,5,0,61
23152,1139,1,3,5,0,78
23153,2763,3,20,10,0,26
23154,1456,4,15,8,0,29
23155,986,4,21,8,0,30
23156,2111,3,15,8,0,47
23157,2262,2,0,7,0,57
23158,2267,1,12,7,0,56
23159,1610,2,5,7,0,39
23160,1978,6,15,8,0,26
23161,1344,3,16,6,0,46
23162,2972,4,13,11,0,21
23163,2600,3,11,7,0,33
23164,2558,4,14,10,0,20
23165,2355,3,22,7,0,47
23166,2163,6,20,11,0,0
23167,928,1,0,6,0,82
23168,2243,4,19,9,0,38
23169,1879,4,12,8,0,41
23170,2684,5,14,7,0,21
23171,2365,1,10,7,0,57
23172,2185,4,17,9,0,27
23173,621,3,3,7,0,71
23174,1737,1,7,5,0,66
23175,1409,4,15,7,0,36
23176,1976,5,17,8,0,41
23177,1509,3,21,8,0,51
23178,1606,3,12,7,0,45
23179,2121,3,11,9,0,31
23180,1497,1,3,5,0,64
23181,1885,4,9,9,0,36
23182,736,3,7,8,0,48
23183,1217,5,14,9,0,34
23184,2259,2,6,8,0,52
23185,938,2,6,6,0,76
23186,2672,2,9,8,0,38
23187,2482,2,8,3,0,72
23188,1612,2,0,7,0,73
23189,3899,1,7,8,0,37
23190,2670,0,6,6,0,66
23191,1135,2,7,8,0,52
23192,2322,4,9,9,0,42
23193,1846,3,20,8,0,34
23194,1256,4,9,6,0,61
23195,1051,2,8,6,0,55
23196,2496,5,20,10,0,24
23197,1381,2,7,6,0,59
23198,1728,6,13,11,0,19
23199,1155,2,0,5,0,84
23200,1276,1,6,7,0,54
23201,1711,3,13,6,0,43
23202,2071,2,18,8,0,39
23203,500,3,8,8,0,62
23204,1811,1,4,8,0,51
23205,1277,2,10,6,0,47
23206,2781,6,14,10,0,6
23207,3859,3,11,9,0,27
23208,1548,2,13,7,0,55
23209,594,1,16,8,0,71
23210,1881,3,13,9,0,30
23211,1656,0,11,7,0,61
23212,3179,3,16,8,0,30
23213,2966,3,18,8,0,29
23214,2405,1,11,7,0,49
23215,1389,2,6,6,0,58
23216,2274,3,16,10,0,5
23217,1985,3,21,7,0,34
23218,1968,4,10,10,0,23
23219,709,2,12,6,0,77
23220,2543,2,13,8,0,49
23221,1875,3,13,7,0,40
23222,1729,2,13,7,0,48
23223,1379,1,4,5,0,74
23224,1244,2,15,10,0,37
23225,2022,1,15,5,0,69
23226,575,4,9,5,0,69
23227,2352,1,4,6,0,60
23228,1062,1,8,6,0,68
23229,500,5,15,7,0,45
23230,3075,3,11,10,0,22
23231,1199,3,11,7,0,59
23232,1294,2,9,8,0,79
23233,2594,0,9,8,1,65
23234,3098,4,3,7,0,27
23235,726,1,5,6,0,81
23236,1130,5,12,7,0,41
23237,1182,3,14,6,0,56
23238,2454,6,20,9,0,13
23239,2947,4,19,8,0,30
23240,1043,2,5,9,0,68
23241,2790,10,12,13,0,0
23242,1303,3,4,6,0,58
23243,2035,2,4,7,0,46
23244,909,6,8,9,0,18
23245,1714,0,3,7,0,73
23246,1722,4,11,7,0,34
23247,1579,1,18,8,0,56
23248,2069,3,3,7,0,52
23249,1095,4,13,7,0,56
23250,1181,5,9,8,0,42
23251,2106,2,4,7,0,51
23252,2739,2,18,7,0,38
23253,1784,4,10,9,0,31
23254,2152,3,10,9,0,33
23255,2330,3,15,9,0,52
23256,2381,0,5,8,0,60
23257,1132,1,1,8,0,81
23258,1256,3,18,7,0,45
23259,1316,1,5,7,0,64
23260,3150,4,14,8,0,24
23261,2155,4,10,8,0,44
23262,2124,3,11,7,0,49
23263,2056,1,11,8,0,47
23264,875,0,10,5,0,85
23265,3156,4,14,8,0,11
23266,2135,3,8,8,0,45
23267,2306,5,8,7,0,41
23268,564,2,3,5,0,83
23269,2345,2,10,7,0,40
23270,1550,0,8,6,0,84
23271,874,2,8,5,0,66
23272,1132,1,8,6,0,75
23273,914,1,7,8,0,72
23274,902,3,20,7,0,37
23275,1842,2,4,6,0,66
23276,1529,5,7,8,0,38
23277,2033,7,17,9,0,9
23278,2973,3,10,7,0,27
23279,1709,4,8,10,0,47
23280,500,4,8,7,0,69
23281,1630,3,10,9,0,52
23282,2635,5,12,7,0,30
23283,1739,0,0,4,0,99
23284,2870,5,15,10,0,13
23285,2117,4,13,9,0,42
23286,513,1,17,6,0,83
23287,1876,0,9,7,0,69
23288,2007,1,12,5,0,56
23289,2556,0,10,6,0,55
23290,3073,3,16,10,0,20
23291,2435,3,6,8,0,53
23292,2108,3,11,8,0,53
23293,2273,4,11,9,0,32
23294,1682,2,13,7,0,57
23295,775,2,7,7,0,66
23296,1829,4,21,9,0,35
23297,2055,1,11,7,0,64
23298,957,3,15,8,0,54
23299,2728,1,5,8,0,31
23300,2503,2,9,9,0,47
23301,839,1,6,5,0,77
23302,2756,2,9,7,0,34
23303,1584,4,17,7,0,29
23304,1255,1,10,5,0,81
23305,2555,2,3,8,0,45
23306,1764,6,5,7,0,40
23307,3129,6,22,10,0,10
23308,1202,0,0,6,0,80
23309,587,1,6,6,0,71
23310,1603,8,24,11,0,0
23311,2352,6,12,11,0,3
23312,1150,1,6,6,0,82
23313,868,1,8,5,0,72
23314,1960,4,11,9,0,29
23315,775,2,7,6,0,70
23316,2014,3,8,7,0,54
23317,1561,3,17,8,0,36
23318,2146,2,11,8,0,39
23319,831,1,4,5,0,84
23320,2708,3,21,9,0,22
23321,1671,3,18,7,0,39
23322,2334,2,13,8,0,47
23323,2471,3,11,5,0,55
23324,989,1,7,7,1,83
23325,2417,1,13,6,0,61
23326,802,2,22,8,0,39
23327,840,2,21,8,0,50
23328,3174,1,5,7,0,51
23329,2578,2,16,9,0,33
23330,3251,7,12,10,0,2
23331,1540,4,19,10,0,43
23332,1871,3,10,6,0,53
23333,2169,4,15,8,0,33
23334,1791,3,7,6,0,56
23335,1277,0,0,6,0,88
23336,1172,2,12,7,0,57
23337,1949,3,11,9,0,36
23338,1053,3,3,8,0,64
23339,1033,3,14,6,0,68
23340,2075,4,8,10,0,21
23341,1733,3,1,6,0,54
23342,2456,4,8,9,0,18
23343,1502,2,19,6,0,53
23344,1393,4,16,6,0,56
23345,2096,1,11,8,0,54
23346,1231,2,14,10,0,36
23347,1339,2,6,5,0,63
23348,1367,3,3,7,0,57
23349,1653,2,8,7,0,51
23350,3040,2,12,7,0,40
23351,836,4,13,9,0,49
23352,2706,1,7,6,0,51
23353,2316,2,11,8,0,52
23354,2896,2,14,6,0,36
23355,3995,1,6,8,0,41
23356,2802,6,17,9,0,5
23357,2447,4,19,9,0,32
23358,881,1,16,8,0,71
23359,969,2,6,7,0,60
23360,2052,5,19,6,0,29
23361,611,2,7,7,0,73
23362,2230,2,12,10,0,16
23363,500,2,16,6,0,68
23364,2606,5,2,8,0,30
23365,1574,3,4,7,0,51
23366,1888,5,11,9,0,26
23367,1276,4,9,8,0,43
23368,500,1,3,5,0,91
23369,2664,0,7,9,0,46
23370,2734,2,7,6,0,56
23371,1553,5,15,9,0,33
23372,2263,0,5,7,0,68
23373,1526,3,21,8,0,50
23374,2001,3,10,7,0,45
23375,2331,0,10,6,0,64
23376,2188,2,18,8,0,49
23377,2738,1,3,8,0,44
23378,2163,1,8,7,0,55
23379,1819,3,5,8,0,48
23380,1267,6,8,10,0,27
23381,1465,5,5,10,0,12
23382,2367,3,5,9,0,28
23383,748,5,21,7,0,54
23384,2574,1,3,8,0,47
23385,1603,3,13,8,0,40
23386,1226,3,16,9,0,36
23387,1030,2,8,9,0,53
23388,2272,2,17,7,0,45
23389,1789,1,8,7,0,65
23390,2912,3,13,7,0,34
23391,915,2,11,7,0,62
23392,1395,4,4,8,0,33
23393,1735,3,16,6,0,59
23394,1273,2,14,6,0,76
23395,1804,2,3,7,0,75
23396,2023,1,6,7,0,68
23397,2139,2,16,6,0,54
23398,2854,4,10,9,0,22
23399,887,3,20,8,0,48
23400,2036,0,16,7,0,53
23401,1347,0,4,6,0,71
23402,2101,4,12,8,0,37
23403,2101,4,5,9,0,36
23404,1109,1,5,8,0,64
23405,1169,2,1,7,0,55
23406,2158,6,7,9,0,21
23407,1816,1,8,7,0,62
23408,1646,2,11,5,0,76
23409,2260,1,9,9,0,48
23410,2312,4,6,8,0,30
23411,1429,1,16,7,0,65
23412,1203,5,15,10,0,37
23413,916,0,5,5,0,83
23414,1823,2,7,6,0,47
23415,803,2,11,4,0,61
23416,1869,3,22,8,0,47
23417,2651,2,15,8,0,46
23418,1552,5,13,9,0,29
23419,1424,3,12,10,0,47
23420,3198,3,18,8,0,26
23421,2856,3,17,9,0,16
23422,1264,1,11,6,0,83
23423,1897,4,6,9,0,42
23424,2030,6,15,8,0,30
23425,1942,2,15,10,0,32
23426,3070,4,15,10,0,16
23427,1861,1,9,7,0,53
23428,1966,4,12,9,0,35
23429,2282,5,18,8,0,28
23430,2632,4,12,6,0,34
23431,2455,2,4,6,0,49
23432,2176,2,4,8,0,54
23433,708,0,1,4,0,94
23434,1458,2,7,9,0,55
23435,2373,0,17,7,0,65
23436,1975,1,9,7,0,56
23437,2378,4,16,9,0,27
23438,3121,3,9,7,0,40
23439,976,4,6,7,0,62
23440,2596,0,13,8,0,55
23441,1568,5,5,8,0,40
23442,2454,4,9,10,0,17
23443,1771,1,3,5,0,68
23444,3288,4,6,7,0,45
23445,1891,1,15,7,0,62
23446,1351,2,7,6,0,61
23447,2093,1,11,8,0,61
23448,2026,4,15,9,0,33
23449,2596,4,14,8,0,31
23450,2113,2,8,7,0,49
23451,3532,0,0,4,0,73
23452,1722,9,11,10,0,6
23453,1730,2,7,8,0,59
23454,1377,2,11,8,0,55
23455,1859,3,3,6,0,63
23456,1961,3,0,10,0,45
23457,1996,3,16,9,0,35
23458,1847,3,12,11,0,31
23459,1373,3,11,5,0,59
23460,1182,2,11,7,0,62
23461,1537,4,12,9,0,48
23462,2599,2,15,8,0,33
23463,2749,5,10,8,0,34
23464,1746,0,6,6,0,76
23465,1140,2,16,5,0,54
23466,1743,3,3,6,0,69
23467,3264,8,20,10,0,0
23468,2499,6,23,10,0,0
23469,2185,4,11,9,0,39
23470,2473,4,6,9,0,35
23471,2878,5,7,7,0,33
23472,992,0,10,8,0,60
23473,1525,2,6,8,0,57
23474,1429,3,17,8,0,46
23475,2210,0,5,7,0,58
23476,1912,3,10,7,0,46
23477,2329,1,3,8,0,59
23478,1445,2,13,6,0,49
23479,2760,1,9,8,0,41
23480,1751,1,14,8,0,44
23481,2286,3,3,8,0,46
23482,2636,0,3,7,0,64
23483,2580,3,11,5,0,51
23484,2052,3,10,8,0,23
23485,2373,2,15,5,0,50
23486,3019,4,10,10,0,4
23487,2159,2,11,8,0,47
23488,1289,2,9,8,0,56
23489,2208,3,13,9,0,29
23490,1773,1,6,7,0,66
23491,500,2,9,7,0,63
23492,2123,5,21,8,0,32
23493,1881,3,15,8,0,44
23494,2609,3,16,9,0,19
23495,1274,2,4,8,0,52
23496,746,1,13,6,0,65
23497,1918,5,22,9,0,10
23498,2066,1,4,6,0,67
23499,1865,0,6,7,0,57
23500,1814,0,5,5,0,77
23501,1051,0,8,6,0,77
23502,1702,2,11,7,0,61
23503,1556,1,8,8,0,52
23504,2550,1,9,10,0,37
23505,2065,0,7,8,0,54
23506,1605,4,23,8,0,38
23507,3006,3,9,8,0,23
23508,1611,2,24,9,0,35
23509,2190,1,11,7,0,50
23510,1683,4,13,9,0,28
23511,2941,3,20,9,0,23
23512,1860,2,14,8,0,46
23513,1881,2,13,9,0,42
23514,1702,0,2,7,0,57
23515,1937,2,8,8,0,50
23516,2639,3,7,7,0,48
23517,2392,1,1,5,0,64
23518,1819,0,8,7,0,70
23519,2990,4,18,10,0,12
23520,2411,3,10,8,0,38
23521,1493,2,9,8,0,49
23522,833,5,11,10,0,26
23523,1509,3,3,6,0,58
23524,2089,8,17,9,0,5
23525,2218,3,10,6,0,56
23526,2751,2,17,9,0,40
23527,1033,7,8,8,0,14
23528,1492,3,2,6,0,71
23529,975,2,6,6,0,70
23530,862,1,9,8,0,79
23531,1360,4,22,7,0,44
23532,2056,3,10,8,0,45
23533,2339,5,8,8,0,29
23534,1136,4,13,7,0,63
23535,1233,2,13,7,0,59
23536,554,3,6,8,0,53
23537,1950,1,5,8,0,54
23538,1287,0,12,6,0,76
23539,2964,8,14,12,0,0
23540,2086,1,2,7,0,46
23541,1679,5,15,9,0,31
23542,1351,6,13,9,0,28
23543,753,6,13,9,0,34
23544,842,9,21,11,0,7
23545,1364,1,12,7,0,65
23546,1310,3,7,7,0,56
23547,1100,3,5,9,0,44
23548,2063,0,10,5,0,74
23549,2159,7,18,9,0,7
23550,1478,3,7,7,0,59
23551,3154,6,10,9,0,21
23552,577,3,17,8,0,51
23553,1840,4,10,10,0,23
23554,1646,2,7,6,0,63
23555,1414,0,14,8,0,73
23556,1311,2,6,7,0,67
23557,1795,1,4,6,0,53
23558,1642,1,12,8,0,66
23559,1525,4,21,6,0,48
23560,890,2,18,5,0,58
23561,667,2,10,4,0,58
23562,1598,1,15,5,0,76
23563,1518,8,12,12,0,0
23564,1662,6,10,9,0,22
23565,1723,2,11,4,0,73
23566,1434,4,14,9,0,37
23567,1651,4,14,8,0,38
23568,1202,2,9,8,0,56
23569,2866,2,11,9,0,45
23570,1240,3,9,7,0,45
23571,1540,3,8,8,0,45
23572,1293,0,8,6,0,71
23573,1281,1,9,5,0,73
23574,1817,2,8,7,0,63
23575,1728,3,14,8,0,46
23576,1478,3,19,6,0,58
23577,1601,3,15,9,0,47
23578,1296,1,11,7,0,64
23579,2081,3,6,7,0,56
23580,3238,2,9,9,0,22
23581,1187,4,17,9,0,32
23582,2075,5,12,8,0,30
23583,1831,3,11,8,0,37
23584,2268,1,11,5,0,48
23585,2287,5,20,9,0,31
23586,1943,6,12,8,0,37
23587,1772,5,18,9,0,23
23588,1495,2,13,7,0,49
23589,1264,2,7,8,0,52
23590,1732,3,0,6,0,62
23591,900,3,4,7,0,69
23592,1384,0,8,4,0,91
23593,2574,3,14,8,0,35
23594,1868,5,23,8,0,21
23595,2424,0,10,6,0,54
23596,2828,6,13,10,0,0
23597,1676,4,1,6,0,55
23598,1945,2,13,8,0,39
23599,1588,2,6,5,0,54
23600,1231,5,16,8,0,28
23601,1132,3,4,5,0,58
23602,2390,2,13,8,0,39
23603,1946,2,19,9,0,41
23604,3092,3,15,8,0,23
23605,2480,1,7,7,0,46
23606,1288,3,11,9,0,22
23607,2388,3,19,9,0,32
23608,1586,2,12,6,0,74
23609,2651,5,17,10,0,20
23610,1459,2,5,5,0,77
23611,1063,1,1,6,0,73
23612,1242,3,14,9,0,46
23613,1278,0,1,6,1,84
23614,1211,3,4,8,0,55
23615,1399,4,5,8,0,40
23616,2399,4,22,10,0,22
23617,3057,3,7,8,0,40
23618,868,2,7,7,0,66
23619,2684,3,15,10,0,30
23620,1465,0,5,7,0,73
23621,2043,3,4,8,0,48
23622,642,1,20,6,0,90
23623,2166,0,12,8,0,59
23624,500,2,13,5,0,75
23625,2019,5,10,9,0,33
23626,1980,1,11,8,0,48
23627,1933,2,5,8,0,52
23628,1285,0,5,6,0,81
23629,2184,3,12,7,0,42
23630,2073,4,8,9,0,25
23631,1653,2,17,8,0,42
23632,2270,2,13,11,0,37
23633,1733,1,11,7,0,63
23634,2170,2,3,7,0,48
23635,1711,3,14,7,0,53
23636,1951,2,7,7,0,48
23637,2202,5,16,10,0,14
23638,1521,4,10,7,0,55
23639,936,3,7,5,0,67
23640,1993,4,17,8,0,37
23641,2632,7,12,9,0,8
23642,2009,1,7,9,0,58
23643,2022,3,1,8,0,64
23644,1770,1,16,6,0,47
23645,2317,2,10,6,0,39
23646,1669,2,15,8,0,29
23647,1482,3,11,8,0,44
23648,2573,5,4,8,0,39
23649,1428,2,16,7,0,58
23650,2422,3,12,7,0,52
23651,2574,7,12,10,0,11
23652,2196,1,19,6,0,60
23653,925,3,8,10,0,56
23654,1819,3,7,6,0,59
23655,1658,3,0,7,0,41
23656,1452,0,9,8,0,67
23657,1899,2,10,10,0,43
23658,2338,2,9,10,0,30
23659,1479,3,21,7,0,36
23660,1680,2,7,9,0,46
23661,1631,4,17,8,0,50
23662,2614,4,6,8,0,34
23663,1620,0,12,6,0,67
23664,935,0,0,7,0,70
23665,698,0,8,5,0,79
23666,2053,3,12,7,0,51
23667,1267,1,3,6,0,69
23668,2268,2,9,7,0,32
23669,868,2,6,9,0,55
23670,1422,4,14,9,0,31
23671,868,3,14,7,0,51
23672,2104,4,14,11,0,20
23673,2254,1,5,7,1,68
23674,2037,8,20,13,0,0
23675,1039,3,8,9,0,40
23676,1277,0,6,8,0,77
23677,1964,3,22,8,0,39
23678,618,3,10,8,0,59
23679,1631,2,2,6,0,57
23680,2861,5,22,11,0,0
23681,1674,4,12,7,0,39
23682,758,2,3,5,0,87
23683,1374,0,0,4,0,89
23684,1358,5,9,8,0,40
23685,3298,3,14,8,0,30
23686,2965,1,12,9,0,39
23687,2311,0,2,5,0,67
23688,1559,2,16,7,0,51
23689,2640,4,13,9,0,24
23690,1006,3,10,7,0,56
23691,2553,3,7,6,0,46
23692,2449,4,13,10,0,6
23693,1694,5,7,10,0,18
23694,2597,3,12,10,0,20
23695,1486,2,7,5,0,71
23696,914,4,23,8,0,25
23697,2484,6,10,9,0,18
23698,1740,2,9,7,0,53
23699,2221,2,10,7,0,58
23700,3074,1,16,9,0,42
23701,1294,3,9,8,0,48
23702,1699,1,0,5,0,82
23703,2898,3,14,7,0,27
23704,2268,2,0,8,0,49
23705,1310,6,22,9,0,25
23706,1131,4,16,9,0,42
23707,1430,1,3,8,0,62
23708,1283,1,9,7,0,67
23709,1966,3,14,9,0,39
23710,1854,4,7,8,0,41
23711,1995,6,22,9,0,21
23712,1211,2,18,8,0,57
23713,1750,4,9,5,0,51
23714,500,0,9,7,0,70
23715,1901,2,13,7,0,51
23716,2622,6,5,11,0,12
23717,802,2,5,6,0,69
23718,2138,2,11,9,0,51
23719,1372,4,9,6,0,53
23720,2361,4,16,7,0,41
23721,1911,4,8,9,0,26
23722,2083,1,6,8,0,54
23723,1845,4,14,9,1,46
23724,2729,6,18,9,0,7
23725,2043,2,1,7,0,54
23726,1306,3,11,6,0,67
23727,1869,4,18,9,0,30
23728,1541,0,12,6,0,56
23729,1913,4,14,9,0,31
23730,1506,0,9,8,0,65
23731,1326,3,8,6,0,50
23732,1939,3,11,10,0,20
23733,1839,1,10,8,0,51
23734,2544,3,18,8,0,26
23735,1509,2,13,7,0,54
23736,500,1,11,7,0,67
23737,1545,1,5,6,0,65
23738,661,3,11,7,0,63
23739,2090,2,7,6,0,56
23740,628,3,9,6,0,64
23741,1108,2,13,7,0,64
23742,1546,3,14,4,0,59
23743,2880,5,12,7,0,41
23744,1048,2,9,6,0,69
23745,1808,2,8,7,0,62
23746,2205,3,11,6,0,57
23747,2838,2,10,7,0,47
23748,2344,2,8,8,0,40
23749,2565,2,10,6,0,53
23750,2405,6,21,8,0,5
23751,953,1,6,5,0,86
23752,2051,1,12,8,0,51
23753,2394,3,16,8,0,32
23754,1130,1,12,5,0,86
23755,1394,3,7,5,0,65
23756,1237,0,11,6,0,70
23757,2340,5,16,7,0,30
23758,1751,1,15,7,0,54
23759,1575,4,16,7,0,50
23760,902,1,8,5,0,78
23761,1752,1,14,6,0,63
23762,1402,2,4,6,0,57
23763,1970,1,6,8,0,47
23764,999,3,13,9,0,39
23765,1924,2,1,7,0,61
23766,1492,4,14,5,0,58
23767,925,2,8,7,0,68
23768,870,1,6,6,0,66
23769,976,3,6,11,0,39
23770,1655,1,9,8,0,62
23771,1884,2,9,6,0,61
23772,1988,8,14,7,0,13
23773,2015,3,17,9,0,38
23774,1269,5,18,8,0,42
23775,2540,4,11,7,0,35
23776,1490,5,17,9,0,26
23777,2115,3,5,8,0,44
23778,1685,0,5,8,0,57
23779,2062,3,0,9,0,43
23780,1649,11,22,11,0,0
23781,2075,1,5,6,0,70
23782,1794,2,9,8,1,55
23783,2369,1,15,7,0,42
23784,1226,1,5,4,0,80
23785,561,1,15,7,0,59
23786,1118,2,5,7,0,60
23787,2548,5,15,9,0,21
23788,1691,2,10,7,0,53
23789,1864,2,14,9,0,51
23790,1062,4,12,7,0,48
23791,1845,2,5,5,0,49
23792,1084,3,19,6,0,59
23793,1186,4,22,10,0,38
23794,1518,3,5,7,0,36
23795,2111,1,12,7,0,58
23796,2186,3,10,7,0,46
23797,2205,3,8,6,0,50
23798,688,3,5,6,0,64
23799,1795,3,16,10,0,18
23800,1662,5,18,9,0,38
23801,727,3,15,7,0,52
23802,1811,0,11,9,0,56
23803,1624,0,0,5,0,80
23804,2158,1,9,6,0,61
23805,1856,3,8,6,0,47
23806,1415,5,18,9,0,35
23807,2448,4,8,7,0,35
23808,500,2,20,9,0,55
23809,1755,3,13,6,0,51
23810,565,0,14,6,0,86
23811,1161,4,6,7,0,55
23812,2167,2,8,7,0,54
23813,908,2,0,9,0,58
23814,803,5,10,7,0,51
23815,3467,5,19,8,0,4
23816,848,2,12,6,0,65
23817,2955,2,18,9,0,33
23818,1679,1,15,7,0,54
23819,1432,1,16,8,0,58
23820,2196,2,7,10,0,35
23821,2735,1,1,7,0,61
23822,997,3,7,9,0,49
23823,1442,3,3,8,0,46
23824,2392,7,11,10,0,5
23825,2001,0,0,7,0,72
23826,2571,3,9,7,0,35
23827,2160,3,15,9,0,35
23828,3065,5,26,13,0,0
23829,1925,3,12,5,0,56
23830,1955,1,14,9,0,42
23831,2025,2,20,6,0,58
23832,1700,3,16,8,1,54
23833,2393,1,11,7,0,55
23834,1965,2,6,5,0,74
23835,2351,2,9,7,0,65
23836,2461,2,16,7,0,54
23837,2099,2,11,7,0,51
23838,2151,3,8,8,0,43
23839,1092,0,1,6,0,90
23840,1414,3,11,8,0,42
23841,2390,7,12,10,0,5
23842,2796,1,14,10,0,37
23843,500,2,4,6,0,68
23844,1402,5,21,9,0,46
23845,1816,1,5,6,0,62
23846,1184,3,14,7,0,62
23847,1224,2,7,5,0,85
23848,2132,3,9,5,0,56
23849,2906,1,0,8,0,60
23850,500,0,11,5,0,88
23851,1680,2,6,8,0,47
23852,2124,3,14,8,0,58
23853,2346,1,7,8,0,55
23854,2023,2,8,8,0,51
23855,3032,3,0,7,0,49
23856,1820,3,23,10,0,17
23857,2718,6,11,9,0,15
23858,1347,1,16,9,0,45
23859,1840,1,18,7,0,50
23860,951,1,6,4,0,86
23861,2430,2,6,8,0,48
23862,1715,1,9,5,0,74
23863,2050,3,11,7,0,36
23864,1580,2,2,9,0,42
23865,2210,5,8,10,0,14
23866,2078,5,19,11,0,0
23867,1103,5,11,9,0,32
23868,1144,1,12,7,0,63
23869,1780,2,11,6,1,62
23870,2261,4,14,7,0,38
23871,3104,3,9,9,0,20
23872,2012,4,18,9,0,25
23873,2505,3,10,8,0,37
23874,671,1,6,5,0,90
23875,3209,2,8,7,0,36
23876,2223,2,5,6,0,53
23877,1765,0,12,5,0,66
23878,1684,2,2,11,0,38
